,id,abbreviation,courseNumber,description,title,gradeAverage,letterAverage,openSeats,enrolledPercentage,enrolled,enrolledMax,units,__typename
564,Q291cnNlVHlwZToxMTc1OA==,IND ENG,173,"This is an introductory course in stochastic models. It builds upon a basic course in probability theory and extends the concept of a single random variable into collections of random variables known as stochastic processes. The course focuses on discrete-time Markov chains, Poisson process, continuous-time Markov chains, and renewal theory. It also discusses applications to queueing theory, risk analysis and reliability theory. Along with the theory, the course covers stochastic simulation techniques that will allow students to go beyond the models and applications discussed in the course.",Introduction to Stochastic Processes,3.4650393700787405,B+,11,0.9,99,110,3.0,CourseType
565,Q291cnNlVHlwZTo0MzQy,LINGUIS,115,Introduction to important cross-linguistic morphological phenomena as well as standard methods of description and analysis.,Morphology,3.2054,B+,0,1.0,51,51,4.0,CourseType
566,Q291cnNlVHlwZTo2MTM0,POL SCI,179,"Political issues facing the state of California, the United States, or the international community. ",Undergraduate Colloquium on Political Science,-1.0,,414,0.4085714285714286,286,700,1.0,CourseType
567,Q291cnNlVHlwZTo2MzU1,PUB POL,101,"A systematic and critical approach to evaluating and designing public policies. Combines theory and application to particular cases and problems. Diverse policy topics, including environmental, health, education, communications, safety, and arts policy issues, among others. ",Introduction to Public Policy Analysis,3.6546092184368733,A-,7,0.9708333333333333,233,240,4.0,CourseType
568,Q291cnNlVHlwZTo0ODU0,MEC ENG,227,"Response of composite materials (fiber and particulate-reinforced materials) to static, cyclic, creep and thermomechanical loading. Manufacturing process-induced variability, and residual stresses. Fatigue behavior,fracture mechanics and damage development. Role of the reinforcement-matrix interface in mechanical behavior. Environmental effects. Dimensional stability and thermal fatigue. Application to polymer, metal, ceramic, and carbon matrix composites. ",Mechanical Behavior of Composite Materials,3.6472602739726026,A-,12,0.8,48,60,3.0,CourseType
569,Q291cnNlVHlwZToyMTY4NA==,CYBER,252,"This course will focus on understanding key areas within Security Operations from a management perspective. Upon completion of this course, students will understand implementation and maintenance best practices for security operations services such as incident response, internal investigations, security analysis, threat intelligence and digital forensics. Students will not only get hands-on experience within each discipline but will also understand how to recruit and train others within a security operations center or security team. ",Security Operations,3.8018181818181818,A-,0,1.0,30,30,3.0,CourseType
570,Q291cnNlVHlwZToxMDEw,PHDBA,279S,Advanced study in the field of Business and Public Policy. Topics will vary from year to year and will be announced at the beginning of each semester. ,Research Seminar in Business and Public Policy,-1.0,,10,0.6428571428571429,18,28,2-4,CourseType
571,Q291cnNlVHlwZTo2NDM0,RHETOR,103B,"A broad consideration of the historical relationship between philosophy, literature, and rhetoric, with special emphasis on selected themes within the early modern and modern periods. ",Approaches and Paradigms in the History of Rhetorical Theory II,3.342553191489362,B+,12,0.84,63,75,4.0,CourseType
572,Q291cnNlVHlwZToxNDc1MA==,PUB AFF,207,"The MPA Capstone Course is designed to enable each MPA student to write their Capstone Analytic Project, which will address a specific policy or programmatic challenge facing a real-world client. The weekly course meetings are structured to help students further hone their creativity, their analytic capacities and their writing and presentation skills as they develop the project through its various stages.   Participants work closely together to learn from and help each other.   Each student's final product, their CAP, is a thorough analysis of the client's problem or challenge that draws on the interdisciplinary methods, approaches, and perspectives studied in the Toolkit class and other classes in the MPA core curriculum. ",The Capstone,3.924686192468619,A,39,0.6020408163265306,59,98,4.0,CourseType
573,Q291cnNlVHlwZTo0NzM=,ART,12,"This course will explore a wide range of approaches to mark making, composition and materials for building a drawing practice. Students will engage with drawing from life as well as conceptual and abstract compositions. This course will feature lectures, field trips, visiting artists and demonstrations in order to expose students to a variety of applications, methods and techniques within the field of drawing. This course is a recommended prerequisite for upper division Drawing classes.",Drawing: Foundations ,3.8318689501116903,A-,0,1.0,19,16,4.0,CourseType
574,Q291cnNlVHlwZTo3NjU2,CIV ENG,295," This course introduces students to the fundamentals of data science methods for the design and operation of energy systems. The course is oriented towards students pursuing a technical career in cleantech, or a PhD in the energy sciences and engineering. Course contents include: mathematical modeling & analysis, state estimation, optimization, machine learning, and optimal control. Homework assignments are designed around case studies, including lithium-ion batteries, oil & gas systems, renewable power systems, smart buildings, and electrified transportation. Student teams also execute a self-defined project.",Data Science for Energy ,3.7546906187624742,A-,14,0.825,66,80,3.0,CourseType
575,Q291cnNlVHlwZToxNTUyMw==,HMEDSCI,205B,"Beginning in this semester, you will learn all the foundational medical sciences through problem-based learning (PBL), which builds upon the foundation of physiological knowledge learned through TBL in your first semester. PBL is an evidence-based educational strategy underpinned by a constructivist philosophy of learning. The foundational medical sciences include, among others, pathology, pharmacology, biochemistry, immunology, microbiology, genetics, behavioral sciences, epidemiology, public health, medical sociology, and other social sciences.",Foundational Medical Sciences,-1.0,,1,0.9375,15,16,10.0,CourseType
576,Q291cnNlVHlwZToyMzAw,EDUC,460A,"Supervised field experience, conferences, and colloquium. ",Practicum in School Site Management I,3.9200873362445416,A,-1,-1.0,-1,-1,1-4,CourseType
577,Q291cnNlVHlwZTozMTQx,FRENCH,199,Enrollment restricted according to College regulations. Individual instruction only in areas not covered by courses. ,Supervised Independent Study and Research for Advanced Undergraduates,-1.0,,0,1.0,2,2,2-4,CourseType
578,Q291cnNlVHlwZTo2MjEw,POL SCI,269,See departmental announcements. Topic will vary with instructor. ,Selected Topics in Political Behavior,3.94,A,8,0.4666666666666667,7,15,4.0,CourseType
579,Q291cnNlVHlwZTozMjc1,DUTCH,199,Consent of Instructor is required to enroll in this course.,Special Studies in Dutch,-1.0,,0,-1.0,0,0,1-4,CourseType
580,Q291cnNlVHlwZTo4OTI3,PHILOS,161,,Aristotle,3.33,B+,16,0.68,34,50,4.0,CourseType
581,Q291cnNlVHlwZToyMDg2MA==,EDUC,220A,"This class is the second in the two-course series that is grounded in a critical understanding of California’s 2016 History-Social Science Framework with the goal of articulating a history-social science pedagogy that humanizes and empowers all students.  Our year-long course question is: How can robust history-social science instruction support our students to connect their lives to the past, develop as critical thinkers about past, present, and future challenges, and take actions towards a more just and democratic world?  This semester in particular aims to deepen pre-service teachers’ understanding of the range of ways scholars have conceptualized U.S. history, world history, economics and civics.",History and Social Studies Methods: Secondary ,3.98,A,11,0.45,9,20,3.0,CourseType
582,Q291cnNlVHlwZTo5OTI=,PHDBA,239S,Advanced study in the field of Finance. Topics will vary from year to year and will be announced at the beginning of each semester. ,Research Seminar in Finance,-1.0,,16,0.4838709677419355,15,31,2-4,CourseType
583,Q291cnNlVHlwZToyNjEx,ENGLISH,98,Group study in a field that may not coincide with that of any regular course and must be specific enough to enable students to write essays based upon their studies. ,Directed Group Study for Freshmen and Sophomores,-1.0,,83,0.023529411764705882,2,85,1-4,CourseType
584,Q291cnNlVHlwZTo4MTc2,GREEK,199,,Supervised Independent Study and Research,-1.0,,0,1.0,1,1,1-4,CourseType
585,Q291cnNlVHlwZTo2NzA0,SLAVIC,R5B,"Reading and composition course based on works of Russian and other Slavic writers, either written in English or translated into English. As students develop strategies of writing and interpretation, they will become acquainted with a particular theme in Russian and/or Slavic literatures and their major voices. R5A satisfies the first half of the Reading and Composition requirement, and R5B satisfies the second half. ",Reading and Composition,3.611154855643045,A-,0,1.0,68,68,4.0,CourseType
586,Q291cnNlVHlwZToyMzM0,COMPSCI,152,"Instruction set architecture, microcoding, pipelining (simple and complex). Memory hierarchies and virtual memory. Processor parallelism: VLIW, vectors, multithreading. Multiprocessors.",Computer Architecture and Engineering,3.2714733542319747,B+,3,0.9846153846153847,192,195,4.0,CourseType
